part_number,product_type,description,quantity,Wrench Size,AMP,Approx. Spot Weld Size,Arbor,Arm,Ball Center To Base Of Hex,Ball Center To Housing End,Ball Center To Stud Thread End,Ball Center To Thread End,Ball Inside Diameter,Ball Outside Diameter,Ball Stud Neck Diameter,Ball Stud Thread Length,Ball Thickness,Barb Diameter,Barb Length,Barrel Diameter,Barrel Height,Barrel Height Post-Set,Barrel Height Pre-Set,Barrel Length,Base Diameter,Between Wing,Blade Type,Blade Width,Body Diameter,Bolt Size,Bottom Head Diameter,Bottom Head Size,Bundle Capacity,Bundle Diameter,Cable Diameter,Cable Size,Cap Finish,Cap Outside Diameter,Cavity,Center Of Hole To Bottom Of Hex,Center Of Hole To Edge,Center To Center,Circuit,Clamping Diameter,Clamping Range,Class,Closed Length,Closed Radius,Code,Coil Length,Cold Resistance (mO),Color,Connection,Contacts,Contains,Cover Or Base,Cowl Nut Height,Cowl Nut Width,Decibel,Degree,Diameter,Dielectric Strength,DIN,Drill Size,Drive Size,Drive Type,End Type,Eye I.D.,Finish,Fits,Fits Hole Size,Fits Hose I.D.,Fits Hose O.D.,Fits In,Fits Screw Size,Fits Stud Size,Fits Tubing O.D.,Flame Retardant Rating,Flange Diameter,Flange OD,Flange Thickness,Flat Length,Flute Length,For Moulding,Free Inside Diameter,Frequency,Furnished,Gap,Grade,Grade/Class,Grain,Grip Range,Grit,Groove &/or Code,Groove Diameter,Groove Width,Hardness,Head Diameter,Head Height,Head Size,Head Style,Head Thickness,Head Width,Height,Hex Height,Hex Size,Holding Strength,Holds O.D.,Hole Diameter,Hole Size,Hole Size/Grommet No,Hole Sizes,Hose Size,Housing Diameter,I2t (A2s),Illuminated,Includes,Indexing,Industry Standard No,Inner Diameter,Inner Diameter-Closed,Inner Diameter-Open,Inner Thread,Insert Type,Inside Length,Inside Width,Insulation,Internal Thread,Internal Thread Length,JIS,Jaw Depth,Jaw Inside Width,Jaw Outside Width,Kit Contents,Knurl Diameter,Lbs. Load,Lbs./Inch,Leg Length,Leg Width,Length,Length Head To Hole,Length Under Head,Location,Lock Ring Outer Diameter,Locking Style,Logo,Mandrel Material,Mandrel Push-out,Material,Material Thickness,Maximum Air Pressure,Maximum Auxiliary Current,Maximum Combined Current,Maximum Hole Diameter,Maximum Primary Current,Maximum Voltage Drop (mV),Maximum Wall Thickness,Metal Clip Length,Middle Head Diameter,Middle Head Size,Mounting,Mounting Screw Size,Size Range,Nominal Size,Open Length,Outer Diameter,Open Width,Outer Thread,Overall Height,Overall Length,Overall Width,P.S.I.,Packing,Panel Range,Panel Thickness,Pin Diameter,Pin End O.D.,Pin Head Diameter,Pin Hole,Pin Overall Length,Plate Length,Plate Width,Point,Point Type,Post-Shrunk Inner Diameter,Powerstroke,Pre-Shrunk Inner Diameter,Prong,Prong Length,Proof Load,Push On Force,Rating,Repairs,Replaces,Retainer Outer Diameter,Ring I.D.,Ring O.D.,Rivet Diameter,Rivet Length,Rockwell Hardness,Rod Diameter,Rod Size,Roller Groove,Roller O.D.,Rows,RPM,S.A.E. Standard,Screw Size,Screw Type,Shaft Diameter,Shaft Length,Shank,Shank Diameter,Shank Length,Shank Size,Shape,Shear,Shoulder Diameter,Shoulder Length,Shrink Ratio,Size,Sizes Covered,Slot,Slot Size,Solid Height,Span Range,Spline Diameter,Spool Size,Spread,Stem Diameter,Stem Length,Stem Size,Step Increments,Step Thickness,Stranding,Stud Hex Width,Stud Length,Stud Size,Style,Swing,Tab Size,Tap Size,Temperature Maximum,Temperature Range,Tensile Strength,Thickness,Thread 1,Thread 1 Length,Thread 2,Thread 2 Length,Thread Diameter,Thread Length,Thread Length-External,Thread Length-Internal,Thread Pitch,Thread Size-External,Thread Size-Internal,Thread Type,Top Head Diameter,Top Head Size,Top Of Radius To Base,Trim,Type,U Width,Used For,Used With,Volt,Voltage,Washer,Washer Diameter,Washer Head Diameter,Washer Type,Wattage,Weight,Width,Width Across Bottom Legs,Width From Ear To Ear,Wing Spread,Wire Diameter,Wire Gauge,Wire Material,Wire Strands & Strand Size,Wire Width,Wires,Wrench Width,Made In
15864,Nylon Insert Lock Nut,"Nylon Insert Lock Nut 5/8""-18 Sae Zinc",25,15/16 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zinc,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/8 in.-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taiwan
15865,Nylon Insert Lock Nut,Nylon Insert Lock Nut 3/4-10 USS,25,1-1/8 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zinc,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/4 in.-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taiwan
15867,Machine Screw,Phillips Pan Head Metric Machine Screw M4-.7 x 8mm,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7985,,,,,,Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phillips Pan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M4-.70,,,,Regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taiwan
15868,Machine Screw,Phillips Pan Head Metric Machine Screw M4-.7 x 10mm,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7985,,,,,,Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phillips Pan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M4-.70,,,,Regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taiwan
15869,Machine Screw,Phillips Pan Head Metric Machine Screw M4-.7 x 16mm,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7985,,,,,,Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phillips Pan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M4-.70,,,,Regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taiwan
15870,Machine Screw,Phillips Pan Head Metric Machine Screw M5-.8 x 8mm,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7985,,,,,,Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phillips Pan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M5-.80,,,,Regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taiwan
15871,Machine Screw,Phillips Pan Head Metric Machine Screw M5-.8 x 10mm,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7985,,,,,,Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phillips Pan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M5-.80,,,,Regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taiwan
15872,Machine Screw,Phillips Pan Head Metric Machine Screw M5-.8 x 12mm,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7985,,,,,,Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phillips Pan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M5-.80,,,,Regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taiwan
15873,Machine Screw,Phillips Pan Head Metric Machine Screw M5-.8 x 16mm,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7985,,,,,,Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phillips Pan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M5-.80,,,,Regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taiwan
15874,Machine Screw,Phillips Pan Head Metric Machine Screw M5-.8 x 20mm,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7985,,,,,,Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phillips Pan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M5-.80,,,,Regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taiwan
15875,Machine Screw,Phillips Pan Head Metric Machine Screw M5-.8 x 25mm,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7985,,,,,,Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phillips Pan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M5-.80,,,,Regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taiwan
15876,Machine Screw,Phillips Pan Head Metric Machine Screw M6-1.0 x 10mm,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7985,,,,,,Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phillips Pan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M6-1.0,,,,Regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taiwan
15877,Machine Screw,Phillips Pan Head Metric Machine Screw M6-1.0 x 12mm,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7985,,,,,,Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phillips Pan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M6-1.0,,,,Regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taiwan
15878,Machine Screw,Phillips Pan Head Metric Machine Screw M6-1.0 x 16mm,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7985,,,,,,Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phillips Pan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M6-1.0,,,,Regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taiwan
15879,Machine Screw,Phillips Pan Head Metric Machine Screw M6-1.0 x 20mm,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7985,,,,,,Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phillips Pan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M6-1.0,,,,Regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taiwan
15880,Machine Screw,Phillips Pan Head Metric Machine Screw M6-1.0 x 25mm,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7985,,,,,,Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phillips Pan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M6-1.0,,,,Regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taiwan
15881,Machine Screw,Phillips Pan Head Metric Machine Screw M6-1.0 x 30mm,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7985,,,,,,Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phillips Pan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M6-1.0,,,,Regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taiwan
15888,Machine Screw,Phillips Oval Head Metric Machine Screw M5-.8 x 12mm,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966,,,,,,Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phillips Oval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M5-.80,,,,Regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taiwan
15890,Machine Screw,Phillips Oval Head Metric Machine Screw M5-.8 x 20mm,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966,,,,,,Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phillips Oval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M5-.80,,,,Regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taiwan
15893,Machine Screw,Phillips Oval Head Metric Machine Screw M6-1.0 x 12mm,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966,,,,,,Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phillips Oval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M6-1.0,,,,Regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taiwan
15895,Machine Screw,Phillips Oval Head Metric Machine Screw M6-1.0 x 20mm,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966,,,,,,Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phillips Oval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M6-1.0,,,,Regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taiwan
15896,Machine Screw,Phillips Oval Head Metric Machine Screw M6-1.0 x 25mm,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966,,,,,,Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phillips Oval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M6-1.0,,,,Regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taiwan
15898,Allen Set Screw,"Socket Head Set Screw 7/16"" x 3/8"" USS",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/8 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cup,,,,,,,,,,,,,,,,,,,,,,,,7/16 in.-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taiwan
15903,Allen Set Screw,"Socket Head Set Screw 1/2"" x 1/2"" USS",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/2 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cup,,,,,,,,,,,,,,,,,,,,,,,,1/2 in.-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA
15911,Copper Washer,"Copper Washer 1/4"" Inside Diameter 7/16"" O.D. 1/32"" Thick",50,,,,,,,,,,,,,,,,,,,,,,,,,,,3/16 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/4 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copper,,,,,,,,,,,,,,,,,7/16 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/32 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA
15912,Copper Washer,"Copper Washer 5/16"" Inside Diameter 1/2"" O.D. 1/32"" Thick",50,,,,,,,,,,,,,,,,,,,,,,,,,,,1/4 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/16 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copper,,,,,,,,,,,,,,,,,1/2 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/32 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA
15913,Copper Washer,"Copper Washer 3/8"" Inside Diameter 9/16"" O.D. 1/32"" Thick",50,,,,,,,,,,,,,,,,,,,,,,,,,,,5/16 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/8 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copper,,,,,,,,,,,,,,,,,9/16 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/32 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA
15914,Copper Washer,"Copper Washer 1/4"" Inside Diameter 5/8"" O.D. 1/16"" Thick",25,,,,,,,,,,,,,,,,,,,,,,,,,,,3/16 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/4 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copper,,,,,,,,,,,,,,,,,5/8 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/16 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA
15915,Copper Washer,"Copper Washer 5/16"" Inside Diameter 11/16"" O.D. 1/16"" Thick",25,,,,,,,,,,,,,,,,,,,,,,,,,,,1/4 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/16 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copper,,,,,,,,,,,,,,,,,11/16 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/16 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA
15916,Copper Washer,"Copper Washer 3/8"" Inside Diameter 3/4"" O.D. 1/16"" Thick",25,,,,,,,,,,,,,,,,,,,,,,,,,,,5/16 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/8 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copper,,,,,,,,,,,,,,,,,3/4 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/16 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA
15917,Copper Washer,"Copper Washer 7/16"" Inside Diameter 13/16"" O.D. 1/16"" Thick",25,,,,,,,,,,,,,,,,,,,,,,,,,,,3/8 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/16 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copper,,,,,,,,,,,,,,,,,13/16 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/16 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA
15918,Copper Washer,"Copper Washer 1/2"" Inside Diameter 7/8"" O.D. 1/16"" Thick",25,,,,,,,,,,,,,,,,,,,,,,,,,,,7/16 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.50 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copper,,,,,,,,,,,,,,,1/2 in. x 7/8 in.,,0.875 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA
15919,Copper Washer,"Copper Washer 9/16"" Inside Diameter 13/16"" O.D. 3/32"" Thick",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.553 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copper,,,,,,,,,,,,,,,9/16 in. x 13/16 in.,,0.811 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.092 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA
